angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,label
110.94512074866158,-134.70754428307978,-143.08339370188313,-69.05487925133843,-133.7794695225485,-146.44165467121945,38.53344484385667,-73.84037846732085,-47.5936385313082,38.24761372998894,-76.11218202200163,-46.49120669686505,Downdog
-108.61008326784074,-53.30094447006431,-31.827317706879906,71.38991673215926,-49.90069744163563,-22.195954536988978,134.67213210779914,-120.55866365563337,-123.40275199154789,131.78662918382042,-121.46579875342867,-119.1583811930972,Downdog
102.77974692718216,-136.32225150276344,-153.99138979025273,-77.22025307281785,-137.59092368231543,-158.28991805393463,47.89031723833637,-53.309047173055156,-52.14596923635887,45.069719546014284,-55.625414373088425,-51.899396522312436,Downdog
158.01988823951783,-123.08328465333803,-134.94542298215393,-21.98011176048218,-123.49353590902724,-136.86215926371995,33.4145892026795,-59.017076319444385,-58.10641508094155,32.906401924887696,-61.207686912538996,-58.3708196471783,Downdog
-23.284751014201802,-132.34612645283167,-153.6570005262513,156.7152489857982,-133.02662986814846,-148.6729064743056,42.79098625807961,-50.783798545308336,-52.63113092403458,44.61081826837294,-49.575610961265504,-54.56382904334493,Downdog
123.27385159470853,-129.22683903586093,-149.8619778501336,-56.726148405291475,-129.04762959937895,-145.23849499492658,34.19833233081298,-59.007816050252075,-57.389876470289536,32.93503964847212,-59.55038325006528,-58.59104660074749,Downdog
78.29192111335604,-136.94389195270674,-148.39069579379532,-101.70807888664397,-132.92531577064332,-150.61832954788954,47.19679200912056,-53.72628286559426,-56.82311129185235,46.71642604913287,-53.536962074091676,-56.4653915154928,Downdog
-32.84342443944364,-59.386133314284855,-36.413956197182195,147.15657556055638,-59.54998338082512,-34.03369360699356,135.37177266971239,-121.96349224102661,-124.36423404385464,135.18089445886346,-123.02490916321398,-123.57347613842062,Downdog
43.33736554159042,-132.3271122905198,-141.07938629504108,-136.6626344584096,-133.13214182227776,-139.78608385475306,43.17769319687203,-52.31505574729287,-55.1926407546933,41.760187768305364,-51.69590226479546,-56.57005579078407,Downdog
25.351039282755586,-126.82842486614923,-134.78647417597367,-154.64896071724442,-118.93902159064021,-136.28460592976333,42.5043395275426,-60.669140224440675,-68.31810274668966,44.74462172091307,-58.26393749177675,-69.0970770646544,Downdog
51.91038905825784,-130.3238978425366,-142.27568429660207,-128.08961094174217,-126.6643227851259,-136.26839585822927,38.08331563642089,-53.083889219032756,-62.28009118602782,36.404672480752964,-52.96703086393978,-57.88060218749697,Downdog
136.31581413324233,-127.3403807565023,-141.0180328404578,-43.68418586675769,-133.48003174291134,-145.62635245011143,47.756099059756515,-56.80316160924825,-57.96872852728354,44.64890139500302,-60.357353597710436,-58.11706873439417,Downdog
-108.61008326784074,-53.30094447006431,-31.827317706879906,71.38991673215926,-49.90069744163563,-22.195954536988978,134.67213210779914,-120.55866365563337,-123.40275199154789,131.78662918382042,-121.46579875342867,-119.1583811930972,Downdog
-23.284751014201802,-132.34612645283167,-153.6570005262513,156.7152489857982,-133.02662986814846,-148.6729064743056,42.79098625807961,-50.783798545308336,-52.63113092403458,44.61081826837294,-49.575610961265504,-54.56382904334493,Downdog
78.56142287030711,-114.72318989564828,-143.6766515099176,-101.4385771296929,-119.39122290713928,-140.3815598874143,47.52839140265029,-62.62760823200036,-64.36144251912727,45.754995438549145,-65.78095306917874,-62.759839000343085,Downdog
-6.062103297087318,-133.67010893718492,-145.064160102199,173.9378967029127,-131.28005574195797,-143.5250144886138,38.333532414933345,-79.43694792315962,-34.79692436877607,38.86802425477549,-80.84192073199327,-35.01132696337944,Downdog
28.491329835061396,-130.02696941719506,-146.51750337649563,-151.5086701649386,-132.46043267055236,-144.16640202590116,46.714194980786765,-47.98406950948802,-53.24647755678622,46.03909524456972,-49.57082123852111,-53.76866946361771,Downdog
